Time,Horizon,Vectical
0.01,45.630001,0.55
0.01,21.489997,1.58
0.01,-2.68,1.95
0.01,-27.079999,2.05
0.01,-51.130002,1.61
0.01,45.429998,0.5
0.01,21.280001,1.54
0.01,-2.89,1.96
0.01,-27.289997,2.05
0.01,-51.319999,1.64
0.01,45.199994,0.45
0.01,21.070001,1.52
0.01,-3.1,1.96
0.01,-27.499998,2.08
0.01,-51.549999,1.69
0.01,44.990001,0.43
0.01,20.86,1.49
0.01,-3.31,1.96
0.01,-27.710001,2.13
0.01,-51.760002,1.75
0.01,44.799994,0.39
0.01,20.649999,1.47
0.01,-3.52,1.97
0.01,-27.919999,2.15
0.01,-51.97,1.78
0.01,44.590001,0.35
0.01,20.439999,1.44
0.01,-3.73,1.97
0.01,-28.130002,2.16
0.01,-52.189999,1.82
0.01,44.380002,0.3
0.01,20.229999,1.42
0.01,-3.94,1.98
0.01,-28.340001,2.19
0.01,-52.400002,1.87
0.01,44.159999,0.25
0.01,20.02,1.38
0.01,-4.15,1.98
0.01,-28.549999,2.2
0.01,-52.609995,1.9
0.01,43.95,0.21
0.01,19.809998,1.35
0.01,-4.35,1.98
0.01,-28.759997,2.23
0.01,-52.819998,1.95
0.01,43.739997,0.17
0.01,19.589999,1.33
0.01,-4.56,1.99
0.01,-28.969998,2.27
0.01,-53.029997,2
0.01,43.529999,0.13
0.01,19.379997,1.31
0.01,-4.77,1.97
0.01,-29.179999,2.28
0.01,-53.24,2.04
0.01,43.340002,0.09
0.01,19.170001,1.28
0.01,-4.98,2
0.01,-29.389997,2.33
0.01,-53.449998,2.09
0.01,43.109998,0.04
0.01,18.959999,1.24
0.01,-5.19,1.98
0.01,-29.6,2.34
0.01,-53.680002,2.14
0.01,42.889999,0
0.01,18.75,1.22
0.01,-5.4,1.99
0.01,-29.809998,2.37
0.01,-53.889996,2.19
0.01,42.679996,-0.04
0.01,18.540001,1.2
0.01,-5.61,2
0.01,-30.019999,2.4
0.01,-54.079998,2.23
0.01,42.470002,-0.09
0.01,18.329997,1.18
0.01,-5.819999,2
0.01,-30.229997,2.43
0.01,-54.289996,2.28
0.01,42.28,-0.13
0.01,18.12,1.15
0.01,-6.03,2.01
0.01,-30.439998,2.46
0.01,-54.52,2.32
0.01,42.059996,-0.17
0.01,17.930002,1.13
0.01,-6.24,2.01
0.01,-30.649999,2.49
0.01,-54.709997,2.36
0.01,41.849998,-0.21
0.01,17.699999,1.09
0.01,-6.45,2.02
0.01,-30.859999,2.5
0.01,-54.940002,2.42
0.01,41.639995,-0.25
0.01,17.51,1.07
0.01,-6.66,2.01
0.01,-31.060002,2.53
0.01,-55.129999,2.46
0.01,41.429997,-0.3
0.01,17.289999,1.05
0.01,-6.87,2.02
0.01,-31.27,2.56
0.01,-55.359998,2.51
0.01,41.219999,-0.34
0.01,17.08,1.01
0.01,-7.08,2.02
0.01,-31.459997,2.59
0.01,-55.569997,2.55
0.01,40.999995,-0.38
0.01,16.87,0.99
0.01,-7.289999,2.03
0.01,-31.690001,2.6
0.01,-55.779995,2.6
0.01,40.790001,-0.42
0.01,16.659999,0.97
0.01,-7.499999,2.02
0.01,-31.879996,2.63
0.01,-55.969997,2.64
0.01,40.599997,-0.45
0.01,16.45,0.95
0.01,-7.709999,2.05
0.01,-32.11,2.67
0.01,-56.199996,2.68
0.01,40.389999,-0.49
0.01,16.240001,0.93
0.01,-7.92,2.03
0.01,-32.320001,2.7
0.01,-56.409994,2.73
0.01,40.170002,-0.53
0.01,16.029999,0.91
0.01,-8.13,2.02
0.01,-32.529999,2.71
0.01,-56.619998,2.77
0.01,39.959997,-0.58
0.01,15.819999,0.87
0.01,-8.34,2.03
0.01,-32.74,2.74
0.01,-56.830001,2.82
0.01,39.749996,-0.62
0.01,15.61,0.85
0.01,-8.55,2.04
0.01,-32.930002,2.77
0.01,-57.039999,2.88
0.01,39.54,-0.68
0.01,15.39,0.81
0.01,-8.76,2.05
0.01,-33.159999,2.79
0.01,-57.249997,2.92
0.01,39.329997,-0.71
0.01,15.179998,0.8
0.01,-8.969999,2.06
0.01,-33.37,2.82
0.01,-57.460005,2.97
0.01,39.110001,-0.75
0.01,14.969999,0.78
0.01,-9.180001,2.05
0.01,-33.58,2.85
0.01,-57.669999,3.02
0.01,38.899998,-0.79
0.01,14.779999,0.74
0.01,-9.39,2.06
0.01,-33.77,2.87
0.01,-57.879992,3.05
0.01,38.689999,-0.84
0.01,14.55,0.72
0.01,-9.6,2.07
0.01,-33.999999,2.9
0.01,-58.09,3.1
0.01,38.490002,-0.87
0.01,14.360001,0.69
0.01,-9.809999,2.06
0.01,-34.189996,2.93
0.01,-58.299993,3.14
0.01,38.280001,-0.93
0.01,14.13,0.67
0.01,-10.02,2.07
0.01,-34.419998,2.95
0.01,-58.509997,3.19
0.01,38.07,-0.96
0.01,13.929999,0.65
0.01,-10.23,2.08
0.01,-34.61,2.98
0.01,-58.720004,3.24
0.01,37.859997,-1
0.01,13.72,0.61
0.01,-10.439999,2.07
0.01,-34.819996,3.009999
0.01,-58.929998,3.28
0.01,37.639998,-1.05
0.01,13.51,0.6
0.01,-10.65,2.08
0.01,-35.020001,3.03
0.01,-59.140001,3.33
0.01,37.430002,-1.1
0.01,13.299999,0.56
0.01,-10.86,2.09
0.01,-35.229999,3.05
0.01,-59.349999,3.37
0.01,37.219999,-1.14
0.01,13.089999,0.52
0.01,-11.069999,2.08
0.01,-35.44,3.08
0.01,-59.560002,3.42
0.01,37.020002,-1.19
0.01,12.879999,0.51
0.01,-11.28,2.08
0.01,-35.649998,3.1
0.01,-59.759995,3.46
0.01,36.810001,-1.22
0.01,12.67,0.47
0.01,-11.489999,2.09
0.01,-35.860004,3.13
0.01,-59.969998,3.5
0.01,36.599998,-1.27
0.01,12.449998,0.44
0.01,-11.7,2.08
0.01,-36.069997,3.15
0.01,-60.179997,3.54
0.01,36.389997,-1.32
0.01,12.24,0.42
0.01,-11.909999,2.07
0.01,-36.279998,3.17
0.01,-60.39,3.59
0.01,36.170001,-1.36
0.01,12.030001,0.38
0.01,-12.119998,2.08
0.01,-36.489998,3.2
0.01,-60.599998,3.63
0.01,35.96,-1.41
0.01,11.819999,0.35
0.01,-12.33,2.06
0.01,-36.699999,3.2
0.01,-60.810001,3.67
0.01,35.750002,-1.46
0.01,11.609999,0.32
0.01,-12.54,2.05
0.01,-36.909997,3.219999
0.01,-61.019994,3.709999
0.01,35.529998,-1.52
0.01,11.41,0.26
0.01,-12.75,2.04
0.01,-37.119998,3.24
0.01,-61.229998,3.75
0.01,35.530003,-1.61
0.01,11.41,0.17
0.01,-12.76,1.93
0.01,-37.119998,3.14
0.01,-61.229998,3.68
0.01,35.739999,-1.59
0.01,11.62,0.15
0.01,-12.550001,1.89
0.01,-36.91,3.08
0.01,-61.019999,3.62
0.01,35.96,-1.59
0.01,11.829999,0.12
0.01,-12.339999,1.84
0.01,-36.699999,3.01
0.01,-60.810001,3.54
0.01,36.170001,-1.56
0.01,12.050001,0.14
0.01,-12.130001,1.81
0.01,-36.489998,2.96
0.01,-60.599998,3.48
0.01,36.379994,-1.53
0.01,12.259999,0.14
0.01,-11.919999,1.78
0.01,-36.279998,2.93
0.01,-60.39,3.42
0.01,36.589997,-1.52
0.01,12.449998,0.13
0.01,-11.709999,1.74
0.01,-36.07,2.87
0.01,-60.179997,3.37
0.01,36.810001,-1.49
0.01,12.66,0.15
0.01,-11.500001,1.73
0.01,-35.859999,2.82
0.01,-59.969998,3.3
0.01,37.020002,-1.46
0.01,12.87,0.13
0.01,-11.289999,1.7
0.01,-35.649996,2.77
0.01,-59.759995,3.24
0.01,37.209996,-1.43
0.01,13.08,0.15
0.01,-11.080001,1.67
0.01,-35.44,2.73
0.01,-59.550002,3.17
0.01,37.450001,-1.4
0.01,13.289999,0.15
0.01,-10.869999,1.66
0.01,-35.229999,2.68
0.01,-59.339999,3.12
0.01,37.639998,-1.39
0.01,13.51,0.16
0.01,-10.659999,1.63
0.01,-35.029999,2.63
0.01,-59.13,3.06
0.01,37.849999,-1.36
0.01,13.720001,0.18
0.01,-10.45,1.59
0.01,-34.820001,2.6
0.01,-58.919997,3.01
0.01,38.06,-1.31
0.01,13.93,0.18
0.01,-10.239999,1.6
0.01,-34.609995,2.55
0.01,-58.709999,2.95
0.01,38.280001,-1.29
0.01,14.14,0.2
0.01,-10.04,1.55
0.01,-34.399999,2.51
0.01,-58.499996,2.89
0.01,38.490002,-1.25
0.01,14.349999,0.2
0.01,-9.83,1.54
0.01,-34.190001,2.48
0.01,-58.290002,2.84
0.01,38.699998,-1.23
0.01,14.56,0.22
0.01,-9.6,1.51
0.01,-33.979996,2.43
0.01,-58.059993,2.78
0.01,38.909996,-1.2
0.01,14.769999,0.23
0.01,-9.41,1.5
0.01,-33.769995,2.39
0.01,-57.870001,2.73
0.01,39.109998,-1.17
0.01,14.989999,0.24
0.01,-9.200001,1.49
0.01,-33.559997,2.34
0.01,-57.659998,2.67
0.01,39.34,-1.13
0.01,15.199999,0.24
0.01,-8.99,1.46
0.01,-33.350001,2.31
0.01,-57.45,2.62
0.01,39.549999,-1.1
0.01,15.41,0.25
0.01,-8.78,1.45
0.01,-33.140003,2.28
0.01,-57.22,2.56
0.01,39.74,-1.07
0.01,15.619997,0.27
0.01,-8.569999,1.42
0.01,-32.929999,2.23
0.01,-57.010002,2.5
0.01,39.959997,-1.04
0.01,15.81,0.27
0.01,-8.36,1.42
0.01,-32.740002,2.2
0.01,-56.819995,2.45
0.01,40.170002,-1
0.01,16.019999,0.29
0.01,-8.15,1.41
0.01,-32.51,2.16
0.01,-56.590001,2.4
0.01,40.380001,-0.98
0.01,16.25,0.32
0.01,-7.94,1.38
0.01,-32.300002,2.11
0.01,-56.380002,2.34
0.01,40.589996,-0.94
0.01,16.459999,0.34
0.01,-7.73,1.37
0.01,-32.090002,2.08
0.01,-56.169999,2.29
0.01,40.799997,-0.91
0.01,16.659999,0.34
0.01,-7.52,1.34
0.01,-31.880001,2.03
0.01,-55.960001,2.22
0.01,41.020001,-0.87
0.01,16.869999,0.34
0.01,-7.31,1.33
0.01,-31.670003,2
0.01,-55.749998,2.18
0.01,41.229994,-0.83
0.01,17.08,0.36
0.01,-7.1,1.33
0.01,-31.460002,1.97
0.01,-55.54,2.13
0.01,41.440002,-0.79
0.01,17.289999,0.38
0.01,-6.89,1.32
0.01,-31.250001,1.94
0.01,-55.330001,2.08
0.01,41.650001,-0.75
0.01,17.499999,0.4
0.01,-6.68,1.31
0.01,-31.04,1.89
0.01,-55.119998,2.01
0.01,41.849998,-0.71
0.01,17.709999,0.42
0.01,-6.47,1.28
0.01,-30.830002,1.86
0.01,-54.91,1.97
0.01,42.060001,-0.67
0.01,17.92,0.45
0.01,-6.26,1.28
0.01,-30.620002,1.83
0.01,-54.700002,1.92
0.01,42.27,-0.65
0.01,18.129999,0.47
0.01,-6.049999,1.27
0.01,-30.43,1.8
0.01,-54.489999,1.87
0.01,42.479998,-0.61
0.01,18.349998,0.47
0.01,-5.83,1.26
0.01,-30.2,1.75
0.01,-54.28,1.82
0.01,42.689996,-0.56
0.01,18.56,0.49
0.01,-5.609999,1.26
0.01,-30.010001,1.72
0.01,-54.059997,1.77
0.01,42.899999,-0.54
0.01,18.769999,0.52
0.01,-5.409999,1.23
0.01,-29.780001,1.69
0.01,-53.849998,1.71
0.01,43.119998,-0.5
0.01,18.980002,0.54
0.01,-5.199999,1.23
0.01,-29.570001,1.66
0.01,-53.64,1.66
0.01,43.309995,-0.46
0.01,19.17,0.54
0.01,-4.99,1.22
0.01,-29.380003,1.64
0.01,-53.430002,1.61
0.01,43.519998,-0.42
0.01,19.379999,0.57
0.01,-4.78,1.22
0.01,-29.17,1.61
0.01,-53.219999,1.56
0.01,43.750003,-0.38
0.01,19.59,0.59
0.01,-4.57,1.21
0.01,-28.939996,1.56
0.01,-53.01,1.5
0.01,43.94,-0.35
0.01,19.799998,0.61
0.01,-4.36,1.21
0.01,-28.749997,1.53
0.01,-52.799997,1.46
0.01,44.18,-0.3
0.01,20.029999,0.64
0.01,-4.15,1.18
0.01,-28.519999,1.5
0.01,-52.569998,1.4
0.01,44.370002,-0.26
0.01,20.229999,0.66
0.01,-3.94,1.18
0.01,-28.33,1.47
0.01,-52.379996,1.36
0.01,44.58,-0.22
0.01,20.439999,0.69
0.01,-3.73,1.17
0.01,-28.119999,1.45
0.01,-52.169998,1.31
0.01,44.789998,-0.19
0.01,20.649999,0.69
0.01,-3.5,1.15
0.01,-27.89,1.4
0.01,-51.939998,1.25
0.01,45.000001,-0.14
0.01,20.86,0.72
0.01,-3.31,1.12
0.01,-27.679999,1.37
0.01,-51.73,1.2
0.01,45.209995,-0.1
0.01,21.069998,0.74
0.01,-3.08,1.14
0.01,-27.490002,1.34
0.01,-51.520002,1.15
0.01,45.419998,-0.07
0.01,21.280001,0.75
0.01,-2.89,1.14
0.01,-27.279997,1.3
0.01,-51.309998,1.11
0.01,45.639997,-0.03
0.01,21.489997,0.77
0.01,-2.66,1.13
0.01,-27.070001,1.29
0.01,-51.1,1.06
0.01,45.830003,0.03
0.01,21.699998,0.82
0.01,-2.47,1.11
0.01,-26.860002,1.24
0.01,-50.890002,1.01
0.01,46.039997,0.06
0.01,21.89,0.82
0.01,-2.26,1.11
0.01,-26.649999,1.23
0.01,-50.699995,0.97
0.01,46.249995,0.1
0.01,22.119997,0.87
0.01,-2.03,1.11
0.01,-26.439999,1.21
0.01,-50.470001,0.92
0.01,46.459998,0.14
0.01,22.33,0.88
0.01,-1.84,1.1
0.01,-26.23,1.16
0.01,-50.259993,0.86
0.01,46.670001,0.19
0.01,22.549999,0.9
0.01,-1.63,1.1
0.01,-25.999998,1.13
0.01,-50.049999,0.82
0.01,46.89,0.23
0.01,22.739998,0.93
0.01,-1.42,1.1
0.01,-25.809999,1.11
0.01,-49.83,0.77
0.01,47.099999,0.28
0.01,22.949999,0.96
0.01,-1.21,1.08
0.01,-25.600001,1.09
0.01,-49.619997,0.72
0.01,47.309997,0.32
0.01,23.179999,0.98
0.01,-1,1.1
0.01,-25.39,1.06
0.01,-49.410004,0.68
0.01,47.519995,0.37
0.01,23.389999,1.01
0.01,-0.79,1.08
0.01,-25.179997,1.03
0.01,-49.199996,0.63
0.01,47.709997,0.41
0.01,23.579999,1.04
0.01,-0.58,1.08
0.01,-24.970001,1.01
0.01,-48.989997,0.59
0.01,47.92,0.44
0.01,23.789999,1.05
0.01,-0.37,1.08
0.01,-24.76,0.97
0.01,-48.779999,0.54
0.01,48.129998,0.49
0.01,24,1.07
0.01,-0.16,1.08
0.01,-24.549997,0.94
0.01,-48.569996,0.5
0.01,48.339997,0.53
0.01,24.210001,1.1
0.01,0.03,1.07
0.01,-24.339999,0.92
0.01,-48.379999,0.46
0.01,48.539999,0.57
0.01,24.399998,1.13
0.01,0.24,1.07
0.01,-24.15,0.89
0.01,-48.169996,0.41
0.01,48.750002,0.62
0.01,24.610001,1.16
0.01,0.45,1.08
0.01,-23.930001,0.87
0.01,-47.960003,0.36
0.01,48.960001,0.66
0.01,24.819999,1.18
0.01,0.67,1.08
0.01,-23.72,0.85
0.01,-47.739999,0.31
0.01,49.169999,0.71
0.01,25.029997,1.21
0.01,0.88,1.06
0.01,-23.509999,0.82
0.01,-47.509994,0.26
0.01,49.380002,0.76
0.01,25.239998,1.24
0.01,1.09,1.08
0.01,-23.300001,0.8
0.01,-47.319993,0.22
0.01,49.569994,0.8
0.01,25.449999,1.27
0.01,1.3,1.08
0.01,-23.09,0.77
0.01,-47.109999,0.18
0.01,49.800003,0.85
0.01,25.659997,1.3
0.01,1.51,1.08
0.01,-22.880002,0.75
0.01,-46.88,0.13
0.01,49.989995,0.88
0.01,25.880001,1.33
0.01,1.72,1.06
0.01,-22.669999,0.73
0.01,-46.670001,0.09
0.01,50.199999,0.93
0.01,26.069998,1.36
0.01,1.93,1.06
0.01,-22.460003,0.7
0.01,-46.48,0.05
0.01,50.410002,0.97
0.01,26.279999,1.39
0.01,2.14,1.06
0.01,-22.25,0.68
0.01,-46.270001,0
0.01,50.619995,1.02
0.01,26.489999,1.42
0.01,2.35,1.07
0.01,-22.040002,0.66
0.01,-46.049998,-0.04
0.01,50.839999,1.07
0.01,26.719999,1.45
0.01,2.56,1.07
0.01,-21.829999,0.64
0.01,-45.819998,-0.09
0.01,51.049997,1.12
0.01,26.910001,1.48
0.01,2.77,1.07
0.01,-21.619998,0.6
0.01,-45.61,-0.13
0.01,51.26,1.16
0.01,27.14,1.51
0.01,2.98,1.08
0.01,-21.41,0.58
0.01,-45.399997,-0.17
0.01,51.449997,1.21
0.01,27.330002,1.54
0.01,3.19,1.1
0.01,-21.190001,0.57
0.01,-45.189998,-0.21
0.01,51.66,1.25
0.01,27.54,1.57
0.01,3.4,1.08
0.01,-20.999999,0.55
0.01,-45.000001,-0.25
0.01,51.869999,1.3
0.01,27.750001,1.6
0.01,3.61,1.09
0.01,-20.770002,0.53
0.01,-44.769997,-0.3
0.01,52.080002,1.35
0.01,27.959999,1.63
0.01,3.819999,1.09
0.01,-20.559999,0.49
0.01,-44.560004,-0.34
0.01,52.29,1.4
0.01,28.169998,1.67
0.01,4.03,1.09
0.01,-20.369999,0.47
0.01,-44.339995,-0.38
0.01,52.499998,1.45
0.01,28.379998,1.7
0.01,4.24,1.1
0.01,-20.14,0.47
0.01,-44.130002,-0.42
0.01,52.709997,1.5
0.01,28.589996,1.73
0.01,4.45,1.1
0.01,-19.93,0.43
0.01,-43.919998,-0.47
0.01,52.92,1.55
0.01,28.800002,1.76
0.01,4.66,1.11
0.01,-19.72,0.43
0.01,-43.709995,-0.51
0.01,53.129998,1.59
0.01,29.01,1.79
0.01,4.87,1.11
0.01,-19.51,0.41
0.01,-43.499997,-0.55
0.01,53.340001,1.64
0.01,29.220001,1.83
0.01,5.08,1.12
0.01,-19.300001,0.37
0.01,-43.279998,-0.59
0.01,53.549999,1.69
0.01,29.430002,1.86
0.01,5.29,1.12
0.01,-19.08,0.37
0.01,-43.07,-0.63
0.01,53.740001,1.74
0.01,29.619999,1.89
0.01,5.5,1.13
0.01,-18.869997,0.33
0.01,-42.860002,-0.67
0.01,53.95,1.79
0.01,29.829997,1.92
0.01,5.71,1.13
0.01,-18.659998,0.33
0.01,-42.649999,-0.71
0.01,54.159998,1.84
0.01,30.059996,1.96
0.01,5.92,1.14
0.01,-18.450001,0.31
0.01,-42.44,-0.75
0.01,54.370001,1.89
0.01,30.249998,1.99
0.01,6.129999,1.15
0.01,-18.239998,0.29
0.01,-42.229997,-0.79
0.01,54.579999,1.94
0.01,30.460001,2.04
0.01,6.34,1.15
0.01,-18.049997,0.27
0.01,-42.009998,-0.83
0.01,54.799998,1.98
0.01,30.670002,2.06
0.01,6.54,1.16
0.01,-17.819998,0.25
0.01,-41.8,-0.87
0.01,55.009996,2.03
0.01,30.880003,2.11
0.01,6.76,1.17
0.01,-17.629999,0.24
0.01,-41.589997,-0.91
0.01,55.219999,2.09
0.01,31.090001,2.12
0.01,6.96,1.17
0.01,-17.400001,0.22
0.01,-41.379999,-0.95
0.01,55.430003,2.14
0.01,31.299997,2.18
0.01,7.19,1.18
0.01,-17.180001,0.2
0.01,-41.17,-0.99
0.01,55.639996,2.19
0.01,31.509998,2.21
0.01,7.4,1.19
0.01,-16.969999,0.18
0.01,-40.93,-1.03
0.01,55.849999,2.24
0.01,31.720001,2.25
0.01,7.610001,1.19
0.01,-16.779997,0.17
0.01,-40.720002,-1.07
0.01,56.039996,2.28
0.01,31.930001,2.28
0.01,7.819999,1.22
0.01,-16.570001,0.15
0.01,-40.509999,-1.1
0.01,56.249999,2.35
0.01,32.139997,2.32
0.01,8.030001,1.21
0.01,-16.359998,0.15
0.01,-40.319997,-1.13
0.01,56.460002,2.4
0.01,32.34,2.35
0.01,8.239999,1.22
0.01,-16.129999,0.13
0.01,-40.09,-1.17
0.01,56.669996,2.45
0.01,32.549998,2.39
0.01,8.449999,1.25
0.01,-15.94,0.12
0.01,-39.869996,-1.21
0.01,56.880004,2.5
0.01,32.760001,2.44
0.01,8.659999,1.26
0.01,-15.71,0.1
0.01,-39.659996,-1.23
0.01,57.089997,2.55
0.01,32.969999,2.46
0.01,8.870001,1.27
0.01,-15.510001,0.09
0.01,-39.449997,-1.29
0.01,57.3,2.6
0.01,33.159999,2.51
0.01,9.079999,1.28
0.01,-15.300001,0.07
0.01,-39.240001,-1.31
0.01,57.490002,2.65
0.01,33.37,2.54
0.01,9.290001,1.28
0.01,-15.089998,0.06
0.01,-39.02,-1.35
0.01,57.699996,2.7
0.01,33.579998,2.58
0.01,9.499999,1.31
0.01,-14.879999,0.04
0.01,-38.809995,-1.38
0.01,57.910004,2.75
0.01,33.789999,2.62
0.01,9.71,1.3
0.01,-14.669999,0.05
0.01,-38.600001,-1.42
0.01,58.119997,2.81
0.01,33.999999,2.67
0.01,9.92,1.31
0.01,-14.459999,0.03
0.01,-38.39,-1.46
0.01,58.33,2.87
0.01,34.21,2.71
0.01,10.129999,1.34
0.01,-14.249999,0.02
0.01,-38.169997,-1.5
0.01,58.539993,2.92
0.01,34.419998,2.74
0.01,10.339999,1.36
0.01,-14.029998,0
0.01,-37.959998,-1.53
0.01,58.750001,2.97
0.01,34.629999,2.78
0.01,10.55,1.37
0.01,-13.819998,-0.01
0.01,-37.75,-1.57
0.01,58.959995,3.019999
0.01,34.84,2.82
0.01,10.76,1.38
0.01,-13.61,-0.01
0.01,-37.54,-1.59
0.01,59.149997,3.08
0.01,35.049998,2.87
0.01,10.969999,1.41
0.01,-13.399998,-0.02
0.01,-37.319996,-1.63
0.01,59.379996,3.14
0.01,35.259994,2.91
0.01,11.18,1.42
0.01,-13.19,-0.03
0.01,-37.110002,-1.66
0.01,59.569993,3.19
0.01,35.469999,2.95
0.01,11.389999,1.43
0.01,-12.98,-0.05
0.01,-36.900002,-1.68
0.01,59.779996,3.24
0.01,35.669999,2.99
0.01,11.6,1.46
0.01,-12.77,-0.06
0.01,-36.68,-1.72
0.01,59.990004,3.3
0.01,35.859999,3.04
0.01,11.789999,1.47
0.01,-12.550001,-0.06
0.01,-36.469997,-1.74
0.01,60.199998,3.36
0.01,36.069997,3.08
0.01,12.020001,1.49
0.01,-12.339999,-0.07
0.01,-36.259999,-1.79
0.01,60.409996,3.42
0.01,36.279998,3.13
0.01,12.23,1.52
0.01,-12.129999,-0.06
0.01,-36.050001,-1.81
0.01,60.619999,3.47
0.01,36.489998,3.19
0.01,12.439999,1.53
0.01,-11.92,-0.07
0.01,-35.830002,-1.83
0.01,60.829997,3.54
0.01,36.699999,3.23
0.01,12.650001,1.57
0.01,-11.709999,-0.07
0.01,-35.620001,-1.86
0.01,61.040001,3.6
0.01,36.91,3.28
0.01,12.859999,1.6
0.01,-11.500001,-0.06
0.01,-35.410003,-1.88
0.01,61.229998,3.65
0.01,37.119998,3.34
0.01,13.070001,1.61
0.01,-11.290002,-0.07
0.01,-35.199997,-1.9
0.01,61.439996,3.73
0.01,37.330004,3.41
0.01,13.269999,1.66
0.01,-11.080001,-0.06
0.01,-34.980001,-1.92
0.01,61.439996,3.759999
0.01,37.319996,3.46
0.01,13.250001,1.72
0.01,-11.08,0.03
0.01,-34.979998,-1.86
0.01,61.229998,3.73
0.01,37.110002,3.46
0.01,13.06,1.75
0.01,-11.289999,0.06
0.01,-35.199997,-1.8
0.01,61.040001,3.68
0.01,36.91,3.42
0.01,12.83,1.73
0.01,-11.5,0.09
0.01,-35.410003,-1.76
0.01,60.829997,3.639999
0.01,36.699999,3.4
0.01,12.619999,1.74
0.01,-11.72,0.1
0.01,-35.620004,-1.73
0.01,60.619999,3.6
0.01,36.489998,3.36
0.01,12.41,1.75
0.01,-11.929998,0.13
0.01,-35.839998,-1.68
0.01,60.409996,3.56
0.01,36.279998,3.34
0.01,12.22,1.74
0.01,-12.139999,0.17
0.01,-36.049998,-1.63
0.01,60.200003,3.51
0.01,36.069997,3.32
0.01,11.989999,1.74
0.01,-12.350001,0.18
0.01,-36.259999,-1.58
0.01,59.990004,3.45
0.01,35.859999,3.28
0.01,11.78,1.73
0.01,-12.56,0.21
0.01,-36.48,-1.55
0.01,59.780001,3.41
0.01,35.649998,3.26
0.01,11.569999,1.72
0.01,-12.770001,0.22
0.01,-36.689996,-1.5
0.01,59.569998,3.36
0.01,35.439997,3.22
0.01,11.36,1.73
0.01,-12.989999,0.23
0.01,-36.900002,-1.46
0.01,59.36,3.32
0.01,35.249998,3.19
0.01,11.149999,1.72
0.01,-13.199998,0.27
0.01,-37.119998,-1.43
0.01,59.149997,3.27
0.01,35.019998,3.16
0.01,10.94,1.72
0.01,-13.41,0.3
0.01,-37.329999,-1.38
0.01,58.939999,3.22
0.01,34.829999,3.13
0.01,10.73,1.71
0.01,-13.619998,0.31
0.01,-37.54,-1.34
0.01,58.750001,3.18
0.01,34.620003,3.089999
0.01,10.519999,1.72
0.01,-13.829999,0.33
0.01,-37.749998,-1.31
0.01,58.519997,3.13
0.01,34.389996,3.05
0.01,10.31,1.71
0.01,-14.040001,0.34
0.01,-37.99,-1.27
0.01,58.33,3.08
0.01,34.199999,3.04
0.01,10.119999,1.7
0.01,-14.259999,0.37
0.01,-38.18,-1.22
0.01,58.119997,3.03
0.01,33.989999,3
0.01,9.909999,1.69
0.01,-14.47,0.39
0.01,-38.389998,-1.18
0.01,57.909999,2.99
0.01,33.779998,2.96
0.01,9.679999,1.7
0.01,-14.680001,0.4
0.01,-38.62,-1.14
0.01,57.699996,2.94
0.01,33.579998,2.929999
0.01,9.469999,1.69
0.01,-14.890001,0.42
0.01,-38.840001,-1.11
0.01,57.490002,2.89
0.01,33.37,2.89
0.01,9.28,1.68
0.01,-15.100001,0.43
0.01,-39.050002,-1.07
0.01,57.279999,2.85
0.01,33.159994,2.87
0.01,9.05,1.69
0.01,-15.309998,0.47
0.01,-39.26,-1.02
0.01,57.069996,2.8
0.01,32.949998,2.84
0.01,8.86,1.68
0.01,-15.520001,0.48
0.01,-39.470003,-0.98
0.01,56.859998,2.75
0.01,32.74,2.8
0.01,8.629999,1.67
0.01,-15.739998,0.5
0.01,-39.689997,-0.94
0.01,56.649999,2.7
0.01,32.529999,2.77
0.01,8.44,1.67
0.01,-15.95,0.51
0.01,-39.899998,-0.89
0.01,56.459997,2.66
0.01,32.320001,2.75
0.01,8.21,1.66
0.01,-16.160001,0.55
0.01,-40.110004,-0.85
0.01,56.249999,2.61
0.01,32.129999,2.72
0.01,8.019999,1.67
0.01,-16.369998,0.56
0.01,-40.319997,-0.82
0.01,56.039996,2.56
0.01,31.920001,2.68
0.01,7.79,1.64
0.01,-16.579999,0.58
0.01,-40.520002,-0.78
0.01,55.829998,2.51
0.01,31.71,2.65
0.01,7.6,1.65
0.01,-16.79,0.6
0.01,-40.749999,-0.74
0.01,55.62,2.46
0.01,31.479996,2.61
0.01,7.369999,1.64
0.01,-17,0.61
0.01,-40.959997,-0.7
0.01,55.409996,2.41
0.01,31.290001,2.58
0.01,7.16,1.64
0.01,-17.209999,0.63
0.01,-41.17,-0.66
0.01,55.200003,2.38
0.01,31.080001,2.57
0.01,6.97,1.63
0.01,-17.42,0.65
0.01,-41.379999,-0.61
0.01,54.989995,2.33
0.01,30.869997,2.53
0.01,6.74,1.62
0.01,-17.64,0.69
0.01,-41.599998,-0.57
0.01,54.799998,2.28
0.01,30.659994,2.48
0.01,6.55,1.62
0.01,-17.849999,0.68
0.01,-41.810001,-0.53
0.01,54.59,2.23
0.01,30.449998,2.46
0.01,6.34,1.63
0.01,-18.059999,0.72
0.01,-42.019999,-0.49
0.01,54.36,2.18
0.01,30.24,2.41
0.01,6.13,1.62
0.01,-18.27,0.72
0.01,-42.230002,-0.45
0.01,54.169998,2.14
