Time,Horizon,Vectical
0.01,-17.990001,4.43
0.01,-41.939999,2.27
0.01,54.689996,4.679999
0.01,30.460001,6.07
0.01,6.27,5.56
0.01,-18.2,4.439999
0.01,-42.159998,2.31
0.01,54.479998,4.64
0.01,30.249998,6.04
0.01,6.059999,5.55
0.01,-18.41,4.48
0.01,-42.370001,2.34
0.01,54.290001,4.61
0.01,30.039998,6.01
0.01,5.87,5.55
0.01,-18.610001,4.48
0.01,-42.579999,2.37
0.01,54.079998,4.57
0.01,29.829997,5.989999
0.01,5.66,5.54
0.01,-18.799998,4.49
0.01,-42.790002,2.41
0.01,53.869999,4.53
0.01,29.619999,5.959999
0.01,5.459999,5.539999
0.01,-19.03,4.51
0.01,-43.000001,2.44
0.01,53.659996,4.49
0.01,29.420001,5.93
0.01,5.23,5.53
0.01,-19.239997,4.53
0.01,-43.23,2.48
0.01,53.449998,4.46
0.01,29.21,5.92
0.01,5.02,5.55
0.01,-19.45,4.56
0.01,-43.450004,2.53
0.01,53.24,4.399999
0.01,29,5.87
0.01,4.83,5.52
0.01,-19.660001,4.56
0.01,-43.639996,2.55
0.01,53.039997,4.36
0.01,28.81,5.84
0.01,4.62,5.54
0.01,-19.87,4.58
0.01,-43.849999,2.59
0.01,52.829999,4.33
0.01,28.6,5.82
0.01,4.410001,5.530001
0.01,-20.06,4.61
0.01,-44.060002,2.62
0.01,52.620001,4.29
0.01,28.37,5.789999
0.01,4.19,5.53
0.01,-20.29,4.63
0.01,-44.290002,2.66
0.01,52.409998,4.249999
0.01,28.159997,5.76
0.01,4,5.55
0.01,-20.5,4.65
0.01,-44.499995,2.71
0.01,52.199999,4.21
0.01,27.97,5.730001
0.01,3.77,5.54
0.01,-20.709998,4.670001
0.01,-44.709998,2.73
0.01,51.990001,4.17
0.01,27.760002,5.710001
0.01,3.56,5.52
0.01,-20.920001,4.69
0.01,-44.929997,2.77
0.01,51.779998,4.12
0.01,27.53,5.679999
0.01,3.37,5.54
0.01,-21.129999,4.68
0.01,-45.14,2.8
0.01,51.57,4.08
0.01,27.34,5.65
0.01,3.139999,5.529999
0.01,-21.34,4.72
0.01,-45.349998,2.84
0.01,51.359997,4.04
0.01,27.13,5.62
0.01,2.95,5.53
0.01,-21.550001,4.72
0.01,-45.559997,2.88
0.01,51.160004,4
0.01,26.919999,5.58
0.01,2.75,5.529999
0.01,-21.74,4.74
0.01,-45.749999,2.91
0.01,50.950001,3.96
0.01,26.719999,5.55
0.01,2.54,5.53
0.01,-21.949999,4.76
0.01,-45.979998,2.95
0.01,50.740002,3.919999
0.01,26.51,5.55
0.01,2.33,5.53
0.01,-22.179998,4.8
0.01,-46.190001,2.99
0.01,50.529999,3.89
0.01,26.3,5.519999
0.01,2.12,5.52
0.01,-22.37,4.82
0.01,-46.409995,3.03
0.01,50.319996,3.84
0.01,26.089997,5.469999
0.01,1.91,5.52
0.01,-22.569998,4.82
0.01,-46.619998,3.06
0.01,50.109998,3.81
0.01,25.879998,5.47
0.01,1.7,5.52
0.01,-22.779998,4.85
0.01,-46.829997,3.1
0.01,49.899995,3.77
0.01,25.690001,5.43
0.01,1.48,5.52
0.01,-22.989999,4.87
0.01,-47.04,3.139999
0.01,49.690001,3.73
0.01,25.459997,5.4
0.01,1.27,5.52
0.01,-23.220001,4.9
0.01,-47.249998,3.18
0.01,49.479998,3.689999
0.01,25.249996,5.37
0.01,1.06,5.52
0.01,-23.41,4.9
0.01,-47.460001,3.2
0.01,49.280001,3.64
0.01,25.060002,5.33
0.01,0.87,5.54
0.01,-23.619999,4.92
0.01,-47.669999,3.24
0.01,49.050001,3.61
0.01,24.83,5.32
0.01,0.64,5.54
0.01,-23.849998,4.96
0.01,-47.899999,3.29
0.01,48.859999,3.56
0.01,24.639998,5.3
0.01,0.43,5.52
0.01,-24.04,4.96
0.01,-48.090001,3.32
0.01,48.650001,3.54
0.01,24.43,5.270001
0.01,0.24,5.509999
0.01,-24.249998,4.98
0.01,-48.31,3.35
0.01,48.459999,3.5
0.01,24.240003,5.25
0.01,0.04,5.51
0.01,-24.440003,5
0.01,-48.520003,3.39
0.01,48.250001,3.46
0.01,24.029999,5.23
0.01,-0.17,5.52
0.01,-24.669997,5.02
0.01,-48.729996,3.43
0.01,48.019996,3.42
0.01,23.8,5.2
0.01,-0.38,5.54
0.01,-24.88,5.06
0.01,-48.939999,3.47
0.01,47.819999,3.38
0.01,23.609998,5.16
0.01,-0.57,5.52
0.01,-25.069997,5.06
0.01,-49.130001,3.51
0.01,47.609996,3.34
0.01,23.4,5.14
0.01,-0.8,5.519999
0.01,-25.300002,5.09
0.01,-49.360001,3.54
0.01,47.399997,3.3
0.01,23.200002,5.11
0.01,-0.99,5.54
0.01,-25.489999,5.11
0.01,-49.549998,3.58
0.01,47.190004,3.25
0.01,22.989999,5.07
0.01,-1.19,5.539999
0.01,-25.690004,5.11
0.01,-49.760001,3.61
0.01,47.000002,3.23
0.01,22.779998,5.06
0.01,-1.4,5.54
0.01,-25.9,5.15
0.01,-49.969999,3.65
0.01,46.789999,3.19
0.01,22.57,5.02
0.01,-1.63,5.54
0.01,-26.11,5.16
0.01,-50.189998,3.69
0.01,46.579996,3.15
0.01,22.359999,5.02
0.01,-1.82,5.54
0.01,-26.319996,5.2
0.01,-50.400001,3.729999
0.01,46.360002,3.12
0.01,22.149999,4.98
0.01,-2.03,5.55
0.01,-26.529999,5.22
0.01,-50.630001,3.77
0.01,46.149999,3.06
0.01,21.939998,4.95
0.01,-2.24,5.529999
0.01,-26.74,5.22
0.01,-50.839999,3.8
0.01,45.919999,3.04
0.01,21.73,4.93
0.01,-2.45,5.53
0.01,-26.970002,5.25
0.01,-51.049997,3.85
0.01,45.729997,2.99
0.01,21.519999,4.91
0.01,-2.65,5.55
0.01,-27.159999,5.269999
0.01,-51.259995,3.88
0.01,45.519999,2.96
0.01,21.33,4.87
0.01,-2.86,5.53
0.01,-27.37,5.3
0.01,-51.469998,3.92
0.01,45.310001,2.929999
0.01,21.1,4.86
0.01,-3.07,5.54
0.01,-27.58,5.32
0.01,-51.679997,3.96
0.01,45.089997,2.88
0.01,20.910003,4.83
0.01,-3.28,5.54
0.01,-27.779998,5.32
0.01,-51.89,4
0.01,44.9,2.85
0.01,20.699998,4.8
0.01,-3.49,5.54
0.01,-27.989999,5.35
0.01,-52.099998,4.04
0.01,44.670001,2.81
0.01,20.469998,4.78
0.01,-3.700001,5.53
0.01,-28.220001,5.38
0.01,-52.309996,4.08
0.01,44.479999,2.77
0.01,20.280001,4.74
0.01,-3.9,5.55
0.01,-28.41,5.4
0.01,-52.520004,4.11
0.01,44.269996,2.73
0.01,20.069999,4.72
0.01,-4.11,5.549999
0.01,-28.620001,5.42
0.01,-52.730003,4.15
0.01,44.060002,2.69
0.01,19.86,4.699999
0.01,-4.32,5.56
0.01,-28.829999,5.45
0.01,-52.949997,4.2
0.01,43.839998,2.66
0.01,19.649999,4.679999
0.01,-4.53,5.559999
0.01,-29.04,5.47
0.01,-53.16,4.24
0.01,43.63,2.62
0.01,19.440001,4.66
0.01,-4.739999,5.57
0.01,-29.249998,5.5
0.01,-53.369998,4.28
0.01,43.419997,2.58
0.01,19.23,4.64
0.01,-4.95,5.57
0.01,-29.459999,5.52
0.01,-53.599998,4.31
0.01,43.209999,2.55
0.01,19.019999,4.6
0.01,-5.15,5.559999
0.01,-29.669999,5.53
0.01,-53.809996,4.350001
0.01,43.000001,2.5
0.01,18.810001,4.580001
0.01,-5.36,5.56
0.01,-29.869999,5.559999
0.01,-54.019999,4.4
0.01,42.799998,2.46
0.01,18.6,4.56
0.01,-5.57,5.57
0.01,-30.08,5.58
0.01,-54.210001,4.42
0.01,42.570003,2.43
0.01,18.390001,4.52
0.01,-5.8,5.569999
0.01,-30.289996,5.61
0.01,-54.44,4.47
0.01,42.379997,2.39
0.01,18.200003,4.5
0.01,-5.989999,5.58
0.01,-30.499999,5.62
0.01,-54.629997,4.51
0.01,42.170003,2.36
0.01,17.970001,4.48
0.01,-6.200001,5.58
0.01,-30.71,5.64
0.01,-54.859997,4.55
0.01,41.96,2.32
0.01,17.779999,4.46
0.01,-6.4,5.589999
0.01,-30.899997,5.669999
0.01,-55.049999,4.589999
0.01,41.749997,2.29
0.01,17.549998,4.420001
0.01,-6.609999,5.599999
0.01,-31.129999,5.700001
0.01,-55.279998,4.63
0.01,41.549999,2.24
0.01,17.36,4.4
0.01,-6.82,5.6
0.01,-31.320001,5.700001
0.01,-55.47,4.66
0.01,41.32,2.2
0.01,17.149999,4.39
0.01,-7.03,5.59
0.01,-31.539999,5.730001
0.01,-55.7,4.699999
0.01,41.110002,2.17
0.01,16.94,4.35
0.01,-7.240001,5.59
0.01,-31.749998,5.76
0.01,-55.909998,4.74
0.01,40.92,2.14
0.01,16.73,4.33
0.01,-7.449999,5.6
0.01,-31.959998,5.79
0.01,-56.120001,4.79
0.01,40.699998,2.1
0.01,16.519999,4.309999
0.01,-7.659999,5.59
0.01,-32.169999,5.8
0.01,-56.329999,4.83
0.01,40.489998,2.07
0.01,16.31,4.29
0.01,-7.86,5.62
0.01,-32.379997,5.840001
0.01,-56.539998,4.87
0.01,40.279999,2.02
0.01,16.099999,4.260001
0.01,-8.069999,5.6
0.01,-32.590001,5.85
0.01,-56.750001,4.9
0.01,40.069999,1.98
0.01,15.89,4.24
0.01,-8.28,5.61
0.01,-32.799999,5.86
0.01,-56.959999,4.95
0.01,39.86,1.95
0.01,15.68,4.2
0.01,-8.49,5.62
0.01,-33.009999,5.89
0.01,-57.169997,4.98
0.01,39.639999,1.9
0.01,15.469997,4.18
0.01,-8.699999,5.609999
0.01,-33.21,5.92
0.01,-57.38,5.02
0.01,39.429996,1.87
0.01,15.26,4.17
0.01,-8.910001,5.61
0.01,-33.400001,5.939999
0.01,-57.589999,5.07
0.01,39.240001,1.84
0.01,15.069999,4.13
0.01,-9.109999,5.62
0.01,-33.609997,5.96
0.01,-57.799997,5.1
0.01,39.029998,1.79
0.01,14.86,4.100001
0.01,-9.319999,5.61
0.01,-33.82,5.97
0.01,-58.01,5.13
0.01,38.790001,1.75
0.01,14.63,4.08
0.01,-9.529999,5.62
0.01,-34.050002,6.000001
0.01,-58.219998,5.18
0.01,38.599999,1.72
0.01,14.42,4.06
0.01,-9.74,5.63
0.01,-34.260001,6.029999
0.01,-58.430001,5.22
0.01,38.39,1.68
0.01,14.209998,4.03
0.01,-9.95,5.62
0.01,-34.469999,6.04
0.01,-58.639995,5.25
0.01,38.179995,1.64
0.01,14.020001,4.01
0.01,-10.16,5.63
0.01,-34.669999,6.07
0.01,-58.849998,5.3
0.01,37.959996,1.6
0.01,13.81,3.98
0.01,-10.369999,5.62
0.01,-34.859998,6.079999
0.01,-59.059996,5.329999
0.01,37.749998,1.56
0.01,13.599999,3.96
0.01,-10.57,5.63
0.01,-35.069997,6.109999
0.01,-59.269999,5.38
0.01,37.539997,1.52
0.01,13.389999,3.91
0.01,-10.78,5.619999
0.01,-35.300001,6.12
0.01,-59.479998,5.409999
0.01,37.339995,1.49
0.01,13.179999,3.89
0.01,-10.989999,5.63
0.01,-35.49,6.15
0.01,-59.690001,5.459999
0.01,37.130001,1.45
0.01,12.97,3.88
0.01,-11.199998,5.639999
0.01,-35.699999,6.159999
0.01,-59.899999,5.49
0.01,36.92,1.41
0.01,12.76,3.84
0.01,-11.41,5.63
0.01,-35.909997,6.18
0.01,-60.109997,5.52
0.01,36.71,1.38
0.01,12.549998,3.81
0.01,-11.62,5.64
0.01,-36.110002,6.21
0.01,-60.320005,5.57
0.01,36.489998,1.31
0.01,12.339999,3.769999
0.01,-11.830001,5.61
0.01,-36.319995,6.219999
0.01,-60.529999,5.59
0.01,36.279998,1.28
0.01,12.130001,3.74
0.01,-12.030001,5.62
0.01,-36.530001,6.24
0.01,-60.759998,5.639999
0.01,36.069997,1.24
0.01,11.929999,3.709999
0.01,-12.24,5.61
0.01,-36.740002,6.25
0.01,-60.95,5.669999
0.01,35.849996,1.18
0.01,11.7,3.67
0.01,-12.449998,5.599999
0.01,-36.949997,6.26
0.01,-61.159998,5.700001
0.01,35.64,1.13
0.01,11.509999,3.62
0.01,-12.66,5.58
0.01,-37.15,6.260001
0.01,-61.369996,5.730001
0.01,35.629999,1.04
0.01,11.509999,3.51
0.01,-12.66,5.46
0.01,-37.15,6.16
0.01,-61.360001,5.66
0.01,35.850001,1.06
0.01,11.72,3.51
0.01,-12.46,5.43
0.01,-36.939999,6.11
0.01,-61.150002,5.61
0.01,36.059996,1.06
0.01,11.929998,3.5
0.01,-12.250002,5.38
0.01,-36.730001,6.060001
0.01,-60.939999,5.54
0.01,36.269997,1.08
0.01,12.119998,3.48
0.01,-12.04,5.34
0.01,-36.519998,6
0.01,-60.729996,5.48
0.01,36.48,1.09
0.01,12.33,3.49
0.01,-11.829999,5.31
0.01,-36.31,5.95
0.01,-60.519998,5.42
0.01,36.690001,1.11
0.01,12.530001,3.47
0.01,-11.62,5.28
0.01,-36.110002,5.9
0.01,-60.309995,5.36
0.01,36.900002,1.13
0.01,12.74,3.479999
0.01,-11.42,5.25
0.01,-35.899996,5.870001
0.01,-60.089996,5.32
0.01,37.119998,1.16
0.01,12.95,3.5
0.01,-11.21,5.24
0.01,-35.690003,5.819999
0.01,-59.880003,5.27
0.01,37.329999,1.18
0.01,13.159999,3.5
0.01,-11,5.21
0.01,-35.479997,5.79
0.01,-59.669995,5.21
0.01,37.519998,1.2
0.01,13.37,3.49
0.01,-10.789999,5.18
0.01,-35.270002,5.74
0.01,-59.460001,5.149999
0.01,37.749998,1.23
0.01,13.580001,3.51
0.01,-10.560001,5.17
0.01,-35.060003,5.71
0.01,-59.249998,5.11
0.01,37.94,1.25
0.01,13.789998,3.51
0.01,-10.37,5.14
0.01,-34.849998,5.66
0.01,-59.04,5.05
0.01,38.149998,1.28
0.01,14,3.52
0.01,-10.17,5.13
0.01,-34.640002,5.63
0.01,-58.829997,5
0.01,38.369999,1.3
0.01,14.209999,3.52
0.01,-9.96,5.12
0.01,-34.429996,5.59
0.01,-58.619998,4.95
0.01,38.58,1.32
0.01,14.42,3.54
0.01,-9.750001,5.09
0.01,-34.219998,5.559999
0.01,-58.41,4.9
0.01,38.790001,1.35
0.01,14.63,3.55
0.01,-9.54,5.06
0.01,-34.019998,5.51
0.01,-58.199992,4.859999
0.01,38.999999,1.37
0.01,14.839998,3.55
0.01,-9.33,5.040001
0.01,-33.81,5.48
0.01,-57.979998,4.8
0.01,39.190001,1.4
0.01,15.030001,3.57
0.01,-9.120001,5.03
0.01,-33.62,5.43
0.01,-57.77,4.75
0.01,39.42,1.44
0.01,15.26,3.59
0.01,-8.92,5.02
0.01,-33.389998,5.4
0.01,-57.54,4.7
0.01,39.639999,1.46
0.01,15.469997,3.61
0.01,-8.689999,4.99
0.01,-33.179998,5.37
0.01,-57.329997,4.649999
0.01,39.829999,1.49
0.01,15.66,3.6
0.01,-8.499999,4.98
0.01,-32.969997,5.33
0.01,-57.14,4.61
0.01,40.039997,1.51
0.01,15.870001,3.62
0.01,-8.27,4.97
0.01,-32.759999,5.3
0.01,-56.929997,4.559999
0.01,40.249998,1.55
0.01,16.08,3.639999
0.01,-8.08,4.95
0.01,-32.550001,5.27
0.01,-56.699998,4.51
0.01,40.459998,1.57
0.01,16.31,3.639999
0.01,-7.870001,4.94
0.01,-32.34,5.22
0.01,-56.489999,4.46
0.01,40.68,1.6
0.01,16.519999,3.66
0.01,-7.669999,4.909999
0.01,-32.129999,5.2
0.01,-56.280001,4.41
0.01,40.889998,1.64
0.01,16.709998,3.7
0.01,-7.46,4.9
0.01,-31.919998,5.17
0.01,-56.070003,4.37
0.01,41.099996,1.68
0.01,16.92,3.7
0.01,-7.25,4.880001
0.01,-31.720001,5.14
0.01,-55.86,4.32
0.01,41.309999,1.7
0.01,17.129998,3.7
0.01,-7.039999,4.87
0.01,-31.510003,5.09
0.01,-55.649997,4.27
0.01,41.519997,1.73
0.01,17.34,3.73
0.01,-6.83,4.86
0.01,-31.299997,5.07
0.01,-55.439998,4.220001
0.01,41.730001,1.75
0.01,17.549998,3.72
0.01,-6.62,4.84
0.01,-31.090001,5.02
0.01,-55.219995,4.17
0.01,41.929998,1.79
0.01,17.76,3.75
0.01,-6.4,4.83
0.01,-30.880003,5.01
0.01,-55.020002,4.13
0.01,42.140001,1.82
0.01,17.969999,3.77
0.01,-6.19,4.83
0.01,-30.690001,4.97
0.01,-54.799998,4.08
0.01,42.349995,1.86
0.01,18.18,3.79
0.01,-6,4.82
0.01,-30.48,4.94
0.01,-54.59,4.05
0.01,42.559998,1.88
0.01,18.39,3.799999
0.01,-5.79,4.79
0.01,-30.249998,4.91
0.01,-54.380002,3.99
0.01,42.770001,1.92
0.01,18.6,3.819999
0.01,-5.58,4.789999
0.01,-30.039998,4.89
0.01,-54.169998,3.95
0.01,42.980004,1.96
0.01,18.789999,3.84
0.01,-5.37,4.78
0.01,-29.849996,4.86
0.01,-53.959995,3.9
0.01,43.199998,1.99
0.01,19,3.86
0.01,-5.16,4.78
0.01,-29.640002,4.82
0.01,-53.749997,3.86
0.01,43.409996,2.03
0.01,19.23,3.88
0.01,-4.93,4.769999
0.01,-29.409998,4.789999
0.01,-53.540004,3.819999
0.01,43.599998,2.05
0.01,19.420001,3.9
0.01,-4.75,4.75
0.01,-29.220001,4.77
0.01,-53.329996,3.77
0.01,43.809997,2.09
0.01,19.63,3.9
0.01,-4.54,4.76
0.01,-29.01,4.74
0.01,-53.120002,3.72
0.01,44.019995,2.13
0.01,19.839998,3.94
0.01,-4.33,4.74
0.01,-28.81,4.71
0.01,-52.910004,3.68
0.01,44.229998,2.17
0.01,20.049998,3.96
0.01,-4.12,4.74
0.01,-28.6,4.69
0.01,-52.699996,3.63
0.01,44.450002,2.2
0.01,20.280001,3.99
0.01,-3.91,4.71
0.01,-28.37,4.66
0.01,-52.469996,3.6
0.01,44.66,2.23
0.01,20.469998,4.01
0.01,-3.700001,4.71
0.01,-28.159997,4.64
0.01,-52.250002,3.55
0.01,44.869998,2.27
0.01,20.7,4.01
0.01,-3.49,4.699999
0.01,-27.950001,4.59
0.01,-52.039994,3.5
0.01,45.079997,2.3
0.01,20.889999,4.03
0.01,-3.28,4.68
0.01,-27.759999,4.57
0.01,-51.850002,3.46
0.01,45.29,2.34
0.01,21.099998,4.07
0.01,-3.08,4.679999
0.01,-27.53,4.54
0.01,-51.619998,3.42
0.01,45.499998,2.38
0.01,21.310001,4.08
0.01,-2.87,4.679999
0.01,-27.319999,4.52
0.01,-51.41,3.38
0.01,45.710001,2.41
0.01,21.520001,4.08
0.01,-2.66,4.67
0.01,-27.110001,4.48
0.01,-51.200001,3.32
0.01,45.919999,2.45
0.01,21.730002,4.12
0.01,-2.45,4.67
0.01,-26.899998,4.449999
0.01,-50.989993,3.28
0.01,46.119997,2.47
0.01,21.94,4.15
0.01,-2.24,4.67
0.01,-26.710001,4.43
0.01,-50.779995,3.24
0.01,46.349996,2.51
0.01,22.149999,4.17
0.01,-2.03,4.649999
0.01,-26.5,4.41
0.01,-50.569997,3.2
0.01,46.539998,2.56
0.01,22.359999,4.18
0.01,-1.82,4.66
0.01,-26.289999,4.38
0.01,-50.359999,3.16
0.01,46.750001,2.59
0.01,22.569998,4.2
0.01,-1.61,4.64
0.01,-26.079998,4.36
0.01,-50.14,3.12
0.01,46.96,2.63
0.01,22.779998,4.23
0.01,-1.41,4.64
0.01,-25.87,4.34
0.01,-49.930002,3.07
0.01,47.169998,2.67
0.01,22.989999,4.25
0.01,-1.2,4.64
0.01,-25.659997,4.309999
0.01,-49.719998,3.03
0.01,47.380001,2.71
0.01,23.2,4.29
0.01,-0.97,4.639999
0.01,-25.459997,4.29
0.01,-49.51,2.99
0.01,47.6,2.75
0.01,23.41,4.32
0.01,-0.78,4.62
0.01,-25.249996,4.27
0.01,-49.299997,2.95
0.01,47.809998,2.79
0.01,23.6,4.32
0.01,-0.57,4.619999
0.01,-25.04,4.25
0.01,-49.089999,2.91
0.01,48,2.82
0.01,23.809998,4.36
0.01,-0.36,4.62
0.01,-24.83,4.220001
0.01,-48.880005,2.87
0.01,48.209998,2.85
0.01,24.019999,4.37
0.01,-0.15,4.62
0.01,-24.619999,4.18
0.01,-48.669997,2.83
0.01,48.419997,2.89
0.01,24.219999,4.4
0.01,0.04,4.61
0.01,-24.409996,4.18
0.01,-48.469995,2.8
0.01,48.609994,2.93
0.01,24.419999,4.42
0.01,0.24,4.61
0.01,-24.219999,4.16
0.01,-48.260001,2.76
0.01,48.820002,2.97
0.01,24.619999,4.439999
0.01,0.45,4.619999
0.01,-24.010001,4.12
0.01,-48.029997,2.71
0.01,49.039996,3.01
0.01,24.829997,4.47
0.01,0.66,4.619999
0.01,-23.8,4.1
0.01,-47.84,2.68
0.01,49.249999,3.04
0.01,25.04,4.5
0.01,0.87,4.6
0.01,-23.589999,4.08
0.01,-47.609996,2.62
0.01,49.459997,3.08
0.01,25.249999,4.52
0.01,1.08,4.619999
0.01,-23.379999,4.06
0.01,-47.419999,2.6
0.01,49.67,3.129999
0.01,25.459997,4.57
0.01,1.29,4.6
0.01,-23.17,4.05
0.01,-47.21,2.56
0.01,49.860002,3.16
0.01,25.67,4.58
0.01,1.5,4.6
0.01,-22.96,4.01
0.01,-46.979996,2.5
0.01,50.089997,3.219999
0.01,25.879998,4.6
0.01,1.71,4.6
0.01,-22.749997,3.99
0.01,-46.770003,2.48
0.01,50.279999,3.24
0.01,26.089997,4.63
0.01,1.91,4.6
0.01,-22.540001,3.97
0.01,-46.549999,2.44
0.01,50.490002,3.29
0.01,26.3,4.66
0.01,2.12,4.6
0.01,-22.33,3.95
0.01,-46.339996,2.4
0.01,50.699995,3.33
0.01,26.489999,4.679999
0.01,2.33,4.61
0.01,-22.119997,3.93
0.01,-46.149999,2.36
0.01,50.919999,3.37
0.01,26.719999,4.729999
0.01,2.54,4.609999
0.01,-21.909999,3.91
0.01,-45.919999,2.32
0.01,51.130002,3.41
0.01,26.910001,4.75
0.01,2.75,4.61
0.01,-21.699998,3.89
0.01,-45.709996,2.29
0.01,51.34,3.45
0.01,27.119999,4.78
0.01,2.98,4.61
0.01,-21.49,3.87
0.01,-45.500003,2.25
0.01,51.549999,3.5
0.01,27.330002,4.81
0.01,3.17,4.619999
0.01,-21.3,3.86
0.01,-45.29,2.21
0.01,51.760002,3.53
0.01,27.559999,4.82
0.01,3.38,4.619999
0.01,-21.070001,3.83
0.01,-45.070001,2.17
0.01,51.949999,3.58
0.01,27.749996,4.86
0.01,3.59,4.599999
0.01,-20.859998,3.819999
0.01,-44.859998,2.13
0.01,52.180003,3.63
0.01,27.959999,4.89
0.01,3.79,4.6
0.01,-20.649999,3.8
0.01,-44.649999,2.1
0.01,52.37,3.65
0.01,28.169998,4.92
0.01,4,4.61
0.01,-20.439999,3.78
0.01,-44.439996,2.06
0.01,52.6,3.709999
0.01,28.37,4.95
0.01,4.21,4.61
0.01,-20.23,3.78
0.01,-44.229998,2.04
0.01,52.790001,3.74
0.01,28.579998,4.96
0.01,4.42,4.64
0.01,-20.02,3.739999
0.01,-44.019995,1.98
0.01,52.999995,3.78
0.01,28.789999,5.01
0.01,4.63,4.64
0.01,-19.809999,3.72
0.01,-43.810001,1.95
0.01,53.219999,3.84
0.01,29,5.04
0.01,4.84,4.62
0.01,-19.600002,3.71
0.01,-43.589998,1.91
0.01,53.430002,3.88
0.01,29.21,5.07
0.01,5.049999,4.65
0.01,-19.399999,3.69
0.01,-43.380004,1.89
0.01,53.64,3.93
0.01,29.419999,5.09
0.01,5.26,4.63
0.01,-19.189999,3.69
0.01,-43.170001,1.85
0.01,53.849998,3.97
0.01,29.629999,5.14
0.01,5.459999,4.64
0.01,-18.979999,3.67
0.01,-42.960003,1.82
0.01,54.059997,4.01
0.01,29.839998,5.17
0.01,5.67,4.64
0.01,-18.769999,3.66
0.01,-42.749995,1.78
0.01,54.249998,4.04
0.01,30.029999,5.18
0.01,5.879999,4.649999
0.01,-18.569998,3.62
0.01,-42.540002,1.74
0.01,54.460002,4.09
0.01,30.24,5.23
0.01,6.09,4.65
0.01,-18.35,3.6
0.01,-42.319998,1.71
0.01,54.67,4.14
0.01,30.449998,5.26
0.01,6.3,4.659999
0.01,-18.159999,3.61
0.01,-42.11,1.67
0.01,54.859997,4.18
0.01,30.659994,5.29
0.01,6.489999,4.67
0.01,-17.949998,3.59
0.01,-41.899996,1.64
0.01,55.089991,4.220001
0.01,30.869997,5.32
0.01,6.72,4.67
0.01,-17.72,3.57
0.01,-41.690003,1.6
0.01,55.299999,4.260001
0.01,31.080001,5.350001
0.01,6.919999,4.679999
0.01,-17.509999,3.56
0.01,-41.48,1.57
0.01,55.519998,4.319999
0.01,31.279998,5.4
0.01,7.129999,4.699999
0.01,-17.3,3.54
0.01,-41.25,1.54
0.01,55.71,4.36
0.01,31.489996,5.43
0.01,7.339999,4.71
0.01,-17.109999,3.55
0.01,-41.059999,1.51
0.01,55.919998,4.410001
0.01,31.699997,5.459999
0.01,7.549999,4.72
0.01,-16.900001,3.53
0.01,-40.84,1.48
0.01,56.130002,4.449999
0.01,31.909998,5.49
0.01,7.76,4.73
0.01,-16.689999,3.52
0.01,-40.610003,1.44
0.01,56.360001,4.5
0.01,32.119996,5.52
0.01,7.969999,4.729999
0.01,-16.459998,3.5
0.01,-40.399999,1.4
0.01,56.549998,4.559999
0.01,32.330004,5.57
0.01,8.179999,4.74
0.01,-16.249999,3.48
0.01,-40.189999,1.38
0.01,56.760001,4.59
0.01,32.539997,5.6
0.01,8.39,4.75
0.01,-16.039998,3.47
0.01,-39.979996,1.35
0.01,56.97,4.63
0.01,32.749998,5.64
0.01,8.590001,4.76
0.01,-15.849999,3.46
0.01,-39.77,1.32
0.01,57.179998,4.689999
0.01,32.94,5.67
0.01,8.799999,4.76
0.01,-15.639999,3.46
0.01,-39.57,1.29
0.01,57.390001,4.739999
0.01,33.150003,5.700001
0.01,9.009999,4.77
0.01,-15.43,3.45
0.01,-39.339998,1.25
0.01,57.600004,4.78
0.01,33.360004,5.75
0.01,9.22,4.8
0.01,-15.219999,3.43
0.01,-39.130004,1.23
0.01,57.809997,4.83
0.01,33.579998,5.779999
0.01,9.429999,4.789999
0.01,-14.990001,3.42
0.01,-38.920004,1.2
0.01,58.01,4.87
0.01,33.77,5.81
0.01,9.639999,4.8
0.01,-14.799998,3.41
0.01,-38.710001,1.16
0.01,58.219998,4.92
0.01,33.98,5.85
0.01,9.849999,4.81
0.01,-14.589999,3.39
0.01,-38.490002,1.13
0.01,58.430001,4.96
0.01,34.190001,5.900001
0.01,10.05,4.839999
0.01,-14.38,3.4
0.01,-38.280001,1.11
0.01,58.639995,5.01
0.01,34.399999,5.93
0.01,10.260001,4.84
0.01,-14.17,3.39
0.01,-38.07,1.08
0.01,58.849998,5.07
0.01,34.609995,5.96
0.01,10.469999,4.85
0.01,-13.96,3.37
0.01,-37.859997,1.05
0.01,59.059996,5.12
0.01,34.820001,6.009999
0.01,10.679999,4.86
0.01,-13.75,3.36
0.01,-37.650001,1.02
0.01,59.269999,5.15
0.01,35.030002,6.030001
0.01,10.89,4.87
0.01,-13.539998,3.35
0.01,-37.43,0.98
0.01,59.460001,5.21
0.01,35.24,6.08
0.01,11.08,4.9
0.01,-13.33,3.36
0.01,-37.219997,0.97
0.01,59.669995,5.25
0.01,35.44,6.129999
0.01,11.309999,4.91
0.01,-13.12,3.34
0.01,-37.010001,0.94
0.01,59.879998,5.31
0.01,35.649998,6.16
0.01,11.51,4.92
0.01,-12.91,3.35
0.01,-36.8,0.92
0.01,60.089996,5.36
0.01,35.859999,6.22
0.01,11.719999,4.95
0.01,-12.699999,3.34
0.01,-36.59,0.9
